Name,Et_eV,Sn_cm2,Sp_cm2,k,logSn,logSp,logk,bandgap,actual,predicted,predicted_proba
D-4067,-0.38427786827373484,3.3513456606892955e-15,3.428581291368589e-14,0.09774730058541319,-14.474780776346158,-13.464885548991585,-1.0098952273545725,0,0,0,0.9999999999999998
D-6785,0.34186189933363353,2.2603300374381548e-14,2.2596428638185152e-14,1.0003041071802286,-13.645828143607716,-13.645960195600034,0.00013205199231844307,1,1,0,0.9999999999999998
D-5578,0.17215534673380628,9.120884928559707e-15,3.158340822203696e-14,0.2887872285485553,-14.039963023409962,-13.500541006305024,-0.5394220171049383,1,1,0,0.9999999999999998
D-4864,0.11895080083837184,5.617028246612435e-13,8.945281348106975e-15,62.7931982016544,-12.25049339216141,-14.04840599539747,1.797912603236059,1,1,1,0.9999999999999998
D-6075,0.19058826067728274,1.3312271320982817e-15,3.5038035349884704e-15,0.3799377216230425,-14.875747839490487,-14.455460253549186,-0.42028758594130083,1,1,0,0.9999999999999998
D-5671,0.372217861634783,5.185388577781062e-13,4.3094471688561465e-13,1.203260737306455,-12.285218693303317,-12.365578439100158,0.08035974579684094,1,1,1,0.9999999999999998
D-5658,-0.17044047418529357,8.519618829315775e-14,1.3675742709786919e-15,62.29730267752689,-13.069579835283527,-14.864049078449506,1.79446924316598,0,0,0,0.9999999999999998
D-4808,-0.5135230050944941,2.838865837124987e-13,2.6861092829488046e-15,105.6869076454137,-12.54685513145198,-14.570876322264416,2.0240211908124346,0,0,1,0.9999999999999998
D-2133,-0.03609381584828497,9.208214698754929e-16,7.885980152898844e-15,0.11676690177022622,-15.035824563249083,-14.103144320275396,-0.9326802429736875,0,0,1,0.9999999999999998
D-2659,0.17572601245762753,3.226649802572108e-13,1.18231738464606e-15,272.9089366759199,-12.491248167246708,-14.92726592455637,2.4360177573096613,1,1,0,0.9999999999999998
D-4821,0.02707142388972028,2.8787333326573603e-13,7.162181488025303e-15,40.193526755366555,-12.540798563506529,-14.144954678262781,1.6041561147562526,1,1,1,0.9999999999999998
D-1108,0.3580362691443182,3.714060741024401e-15,9.410345572354485e-15,0.39467846451202493,-14.430150997937108,-14.026394427857445,-0.4037565700796622,1,1,0,0.9999999999999998
D-0240,-0.2209685862898612,4.464934634594443e-15,2.0357300904943095e-13,0.021932841958976407,-14.350184894679742,-12.691279803928342,-1.658905090751401,0,0,0,0.9999999999999998
D-7544,0.38946028174332104,2.2366105045844845e-13,4.779605378647567e-15,46.79487797415932,-12.650409639702062,-14.320607958816868,1.6701983191148062,1,1,1,0.9999999999999998
D-4985,0.1888776892139814,4.561092720449208e-13,1.3018066221850806e-13,3.5036637874782204,-12.340931099087685,-12.885453523567586,0.5445224244799008,1,1,1,0.9999999999999998
D-5913,0.22695602066455844,3.1084653481293645e-15,1.6637129759392872e-14,0.1868390397312619,-14.507453969601949,-13.778921596144873,-0.7285323734570754,1,1,0,0.9999999999999998
D-0484,0.3902270616792525,2.5776250945527973e-15,4.809213582971017e-13,0.005359764231890076,-14.588780248816247,-12.317925934956559,-2.270854313859687,1,1,1,0.9999999999999998
D-6927,0.22706797195956685,4.968750756892849e-14,4.1292997412140086e-14,1.2032913734259558,-13.303752787843106,-13.384123591034122,0.08037080319101705,1,1,1,0.9999999999999998
D-5153,0.28853517837568166,2.618774241955312e-13,1.8623123273168174e-14,14.061949779006133,-12.58190193941328,-13.72994748197155,1.14804554255827,1,1,0,0.9999999999999998
D-2829,0.46920053644271364,2.1412797488157988e-14,8.581629978061801e-13,0.024951900213476885,-13.669326590327987,-12.066430215269484,-1.6028963750585037,1,1,1,0.9999999999999998
D-1890,0.2079974868229304,6.869531284188437e-14,1.2244447431029445e-14,5.610323636802028,-13.163072894328364,-13.912060808993296,0.7489879146649311,1,1,0,0.9999999999999998
D-1631,-0.46526377102273486,6.44939795766007e-13,2.1464299416113187e-15,300.47092768462437,-12.190480824259206,-14.668283282105648,2.477802457846442,0,0,1,0.9999999999999998
D-0716,-0.23785512911849038,7.678800683608409e-14,5.631291575420065e-13,0.1363594937460792,-13.114706605120036,-12.249391985300148,-0.8653146198198873,0,0,0,0.9999999999999998
D-3308,-0.07674481618808182,7.711707158736204e-15,1.2123850298736065e-13,0.0636077398575283,-14.112849470515966,-12.916359434794868,-1.1964900357210992,0,0,1,0.9999999999999998
D-0047,0.3224855093594847,1.2022759456254741e-13,1.8448474187377628e-13,0.651693973937458,-12.919995841893675,-12.734039547087818,-0.1859562948058573,1,1,1,0.9999999999999998
D-2468,0.1760014242089908,3.9275533238756995e-15,2.247260521618808e-14,0.1747707168836169,-14.405877909888813,-13.648346577539503,-0.7575313323493109,1,1,0,0.9999999999999998
D-5351,-0.21022033401043966,1.4288782450217287e-13,6.298064458057647e-15,22.687577342807977,-12.845004775945206,-14.200792898854207,1.3557881229090016,0,0,1,0.9999999999999998
D-6178,-0.16802273163703357,4.2432143842530383e-13,5.285399117357816e-15,80.28181581061435,-12.372305025375496,-14.276922212155714,1.9046171867802175,0,0,1,0.9999999999999998
D-0140,-0.1554231335056241,6.327114444519407e-13,9.722944574322225e-14,6.50740564872598,-12.19879430997364,-13.012202189938204,0.8134078799645658,0,0,1,0.9999999999999998
D-6159,-0.4527800085864525,9.492428737678221e-13,8.174317971638217e-15,116.12502438262555,-12.022622654546268,-14.087548472736243,2.064925818189975,0,0,0,0.9999999999999998
D-2567,0.2821532318058866,8.086498383983615e-15,4.196248726950123e-13,0.019270779475126502,-14.09223949590565,-12.377138777499336,-1.715100718406313,1,1,1,0.9999999999999998
D-4886,0.37079901505428425,1.6373219195038513e-15,8.550525291661173e-13,0.0019148787514851695,-14.785865924058317,-12.06800720407157,-2.717858719986748,1,1,1,0.9999999999999998
D-6109,0.45029503802511495,7.451870130713774e-15,1.8077565696666262e-13,0.04122164596579503,-14.127734722482968,-12.742860051497983,-1.384874670984985,1,1,1,0.9999999999999998
D-1732,0.014120644956072015,7.724991969600741e-13,9.835795377882456e-14,7.853957583310208,-12.112101963367193,-13.00719051482361,0.8950885514564186,1,1,1,0.9999999999999998
D-6502,0.24552781640684818,1.1902299552928324e-14,9.247066285465666e-13,0.01287143315024798,-13.924369123761469,-12.033996029220054,-1.8903730945414141,1,1,0,0.9999999999999998
D-2350,0.19307720818812268,1.649209002706947e-14,3.542016188404864e-14,0.46561306187865364,-13.782724303136215,-13.450749458245086,-0.3319748448911287,1,1,1,0.9999999999999998
D-3548,-0.0424165975139551,2.670405467358337e-14,2.8869188942985597e-13,0.09250019017271943,-13.573422791494245,-12.539565417107632,-1.0338573743866133,0,0,0,0.9999999999999998
D-0041,0.3188861100246603,2.6135912959740396e-14,3.1058864800729234e-14,0.8414960793778512,-13.582762324858276,-13.507814421749405,-0.07494790310887202,1,1,0,0.9999999999999998
D-2451,0.36139129880012777,3.7361134043381546e-14,1.85134387409523e-14,2.0180548068975193,-13.427579949858751,-13.732512906610953,0.3049329567522023,1,1,1,0.9999999999999998
D-6528,0.3988695103853477,7.969718135558016e-14,7.942264567746918e-15,10.03456642318689,-13.098557037993654,-14.10005565008518,1.0014986120915241,1,1,1,0.9999999999999998
D-7034,0.24579349669872974,3.634885916280664e-14,1.1290604630693617e-14,3.219389957557447,-13.43950921526087,-13.947282800259027,0.5077735849981573,1,1,0,0.9999999999999998
D-2162,0.2854837302013705,2.438364583296507e-13,3.2854820884659393e-13,0.7421634078775424,-12.612901358325484,-12.483400896119672,-0.1295004622058115,1,1,0,0.9999999999999998
D-1850,0.33002881389288774,5.707940312475577e-15,9.874827636525894e-15,0.5780293613796901,-14.243520576920044,-14.005470476173299,-0.2380501007467461,1,1,1,0.9999999999999998
D-6290,0.13901190827080545,4.4248720981022926e-14,2.4309880588343697e-15,18.201949129375677,-13.354099278161906,-14.614217174433126,1.2601178962712203,1,1,1,0.9999999999999998
D-7967,-0.30824621252234286,1.1281623680281154e-13,1.7668490941363555e-14,6.385165387197749,-12.947628391076067,-13.752800541824621,0.8051721507485541,0,0,0,0.9999999999999998
D-6192,-0.20142811213650663,1.482081416397916e-13,4.843024422750755e-13,0.3060239402129876,-12.82912793824526,-12.314883340856591,-0.5142445973886699,0,0,1,0.9999999999999998
D-0383,-0.4161393570629458,8.927047100551233e-13,1.029407095609798e-14,86.72027945623444,-12.04929217381183,-13.987412842523035,1.9381206687112051,0,0,0,0.9999999999999998
D-4725,0.11001313115322453,1.5836962679587524e-13,2.2507275249493554e-14,7.0363749072397725,-12.800328106709845,-13.64767707788864,0.847348971178793,1,1,1,0.9999999999999998
D-6977,0.18519964684600643,2.2719210383228388e-14,4.46441344221807e-14,0.5088957525390104,-13.64360676680635,-13.350235592887804,-0.2933711739185465,1,1,0,0.9999999999999998
D-3315,0.07379858601555311,2.3483217939146104e-13,1.1913382436731814e-13,1.9711629391449497,-12.629242391348747,-12.923964916514414,0.29472252516566755,1,1,1,0.9999999999999998
D-3245,-0.3618748112882091,1.8170375133605238e-13,2.475940862714295e-14,7.338775900198859,-12.74063610644139,-13.6062597325532,0.8656236261118103,0,0,1,0.9999999999999998
D-3209,-0.09807437135385988,1.2003358359850217e-15,9.233886862048642e-13,0.001299924781316536,-14.920697227860996,-12.034615450933781,-2.8860817769272153,0,0,0,0.9999999999999998
D-0466,0.10651348453684961,7.567399433304819e-13,1.0023429626782646e-14,75.49710742802739,-12.121053341874658,-13.998983654403036,1.8779303125283768,1,1,1,0.9999999999999998
D-3829,0.04471651907329677,1.5240918383777695e-13,3.3160363860255325e-13,0.45961251957325006,-12.816988862590263,-12.479380712692508,-0.3376081498977542,1,1,0,0.9999999999999998
D-2118,-0.019728607202049386,5.378580205673776e-14,7.938189017183702e-15,6.775575882648837,-13.26933235076816,-14.100278564267034,0.8309462134988731,0,0,0,0.9999999999999998
D-1206,0.169497526610058,5.633016187977258e-14,4.478356184013289e-13,0.12578312122840613,-13.249259000701612,-12.348881367970074,-0.9003776327315365,1,1,1,0.9999999999999998
D-6945,0.03666980129692943,1.3762769091222575e-15,5.532127241959924e-13,0.0024877896854640486,-14.8612941765622,-12.257107839436634,-2.604186337125566,1,1,1,0.9999999999999998
D-0429,0.1586378859218608,8.228705263420793e-14,1.484840558752668e-13,0.5541810677863804,-13.084668492999947,-12.828320178112078,-0.2563483148878692,1,1,0,0.9999999999999998
D-1762,0.15848800639763116,2.2675321568045974e-15,6.191919119319739e-14,0.03662082971545201,-14.64444654531582,-13.208174725171181,-1.4362718201446385,1,1,1,0.9999999999999998
D-3653,0.16954761726863488,7.30061235366287e-14,4.7347808688781166e-15,15.41911348347725,-13.136640711021565,-14.324700115845342,1.188059404823776,1,1,0,0.9999999999999998
D-1143,0.2823322654653837,4.014871342357043e-15,1.482744294004338e-15,2.707730091150361,-14.396328367246982,-14.828933738572454,0.43260537132547294,1,1,0,0.9999999999999998
D-3135,0.069339320375565,1.4701305094375395e-14,2.4173540566734987e-13,0.060815688350616466,-13.832644109460906,-12.61665973618793,-1.2159843732729754,1,1,1,0.9999999999999998
D-4802,-0.07602483920826142,1.4696549049845324e-15,5.7796954977448585e-15,0.25427895043224463,-14.832784631548197,-14.238095041706234,-0.5946895898419631,0,0,1,0.9999999999999998
D-3546,-0.00703698719174306,1.8543006111777698e-15,4.07196881569247e-14,0.045538183004538345,-14.73181985854496,-13.390195556610527,-1.341624301934433,0,0,1,0.9999999999999998
D-4226,-0.12777918046620973,1.9686825203666067e-14,7.184891876029078e-15,2.740030823476569,-13.705824314725206,-14.14357976308957,0.4377554483643633,0,0,1,0.9999999999999998
D-5585,0.5006498796514058,2.2514849341060666e-13,1.136657031883592e-13,1.9807953243161276,-12.647530954788763,-12.944370556974254,0.29683960218548966,1,1,0,0.9999999999999998
D-5576,0.3847207161499274,3.7966223873047245e-14,4.56170941509778e-14,0.8322806303135255,-13.420602595713792,-13.34087238311877,-0.07973021259502151,1,1,1,0.9999999999999998
D-0705,-0.2770043593591577,2.0364771617833252e-13,5.2691266696579395e-14,3.864923524253648,-12.691120455976753,-13.278261360874504,0.5871409048977505,0,0,0,0.9999999999999998
D-1409,-0.059396438740517477,1.0994724297341251e-13,9.624060191081104e-15,11.424205666887225,-12.958815656493693,-14.01664166948236,1.0578260129886665,0,0,0,0.9999999999999998
D-6858,-0.5331959959004785,5.327056842904083e-13,8.304937386321478e-14,6.41432511180389,-12.273512669006823,-13.08066363749044,0.8071509684836184,0,0,1,0.9999999999999998
D-0518,-0.06912033556317343,1.7255109259572296e-14,5.391008589648292e-15,3.2007200457267335,-13.763082286405579,-14.268329976196984,0.505247689791404,0,0,1,0.9999999999999998
D-4090,0.19148385442293092,1.766354581802973e-15,8.293792880250801e-13,0.002129730760469098,-14.752922110802082,-12.081246814412962,-2.671675296389121,1,1,1,0.9999999999999998
D-3157,0.4656657587942179,3.3496639048852166e-15,1.2549587277259488e-13,0.02669142682448995,-14.474998766568023,-12.901370556745185,-1.5736282098228362,1,1,1,0.9999999999999998
D-1420,0.16037562012566153,5.776471276520497e-14,1.4546142700160821e-15,39.71136125631871,-13.238337381843731,-14.837252156240151,1.5989147743964187,1,1,1,0.9999999999999998
D-2885,-0.3394960168131337,1.3427324039372938e-13,1.0553462881227221e-13,1.2723145180391753,-12.872010530200281,-12.976605013025592,0.10459448282531154,0,0,1,0.9999999999999998
D-0827,-0.05586985393388838,2.9397184294239936e-13,1.8359931648076144e-13,1.6011597895747252,-12.531694264963194,-12.736128939960409,0.2044346749972138,0,0,0,0.9999999999999998
D-7637,-0.05833635701403472,2.618264623127199e-13,1.5672479343628449e-13,1.670612904136089,-12.581986462232882,-12.804862293889967,0.22287583165708516,0,0,1,0.9999999999999998
D-5821,0.320295296937541,2.085106161109575e-14,2.860670083119089e-14,0.728887323782584,-13.680871828455038,-13.543532225851761,-0.1373396026032765,1,1,0,0.9999999999999998
D-6541,-0.3979457555700063,1.1935843241592951e-14,7.645460045126488e-13,0.015611674341560805,-13.923146893604502,-12.116596376955563,-1.8065505166489393,0,0,0,0.9999999999999998
D-3991,0.41100630983620123,6.76829760256569e-13,3.001155546115207e-14,22.552305265639408,-12.169520553587454,-13.522711495055354,1.3531909414679022,1,1,1,0.9999999999999998
D-4297,0.3387907799450697,2.414024285428269e-14,2.0317859013069589e-13,0.11881292629678318,-13.617258365152326,-12.692122057598633,-0.925136307553693,1,1,1,0.9999999999999998
D-3982,0.3410600445742039,2.1196754461858545e-14,4.53729624441184e-13,0.04671670818929795,-13.673730630920744,-12.343202864306127,-1.3305277666146178,1,1,0,0.9999999999999998
D-7895,0.09891840578098221,8.167111610853253e-14,6.94773055406717e-15,11.755078219134825,-13.087931509350094,-14.158157032647345,1.0702255232972502,1,1,0,0.9999999999999998
D-3775,0.27501717416116855,2.0131959733388168e-14,1.527057105275758e-14,1.3183501562472812,-13.696113946921074,-13.816144721920377,0.12003077499930363,1,1,0,0.9999999999999998
D-3976,-0.2962493818928342,1.6616052066475378e-13,1.6081989754816614e-14,10.332087210476434,-12.779472155607074,-13.793660218891244,1.0141880632841709,0,0,0,0.9999999999999998
D-7075,-0.03798715773487127,1.3292941335396872e-14,1.7547749750267728e-14,0.7575296846932787,-13.876378911879256,-13.755778567728044,-0.12060034415121179,0,0,1,0.9999999999999998
D-6982,0.12996865977779437,5.872320011903895e-15,6.775475409676813e-13,0.008667022838747195,-14.231190285582262,-12.169060226570814,-2.062130059011448,1,1,1,0.9999999999999998
D-7306,0.4202973041727177,1.373100003499078e-14,3.4584869039897904e-13,0.03970233346597433,-13.862297831746323,-12.461113864494694,-1.4011839672516295,1,1,1,0.9999999999999998
D-6266,-0.24211391715898284,1.3177871979553897e-15,1.5520591989155473e-13,0.008490573032756433,-14.880154715853847,-12.809091717825229,-2.0710629980286184,0,0,0,0.9999999999999998
D-0871,-0.023265954446544113,2.553245420889988e-14,2.5267000372645336e-14,1.0105059497502493,-13.592907438303635,-13.597446313241642,0.004538874938007582,0,0,1,0.9999999999999998
D-5314,-0.07418534838824037,7.814253749117856e-14,5.110948557385797e-13,0.15289243594176918,-13.107112490212286,-12.291498490274643,-0.8156139999376428,0,0,1,0.9999999999999998
D-6713,-0.39049074441050746,8.969255282329982e-13,1.6047071637960983e-14,55.89340837185705,-12.047243614949371,-13.794604208586685,1.7473605936373142,0,0,0,0.9999999999999998
D-5894,0.4845639774460022,2.1549934821617155e-13,6.511646967998257e-14,3.3094445886770507,-12.666554039037116,-13.186309152960128,0.5197551139230127,1,1,0,0.9999999999999998
D-0144,-0.41111857940023,2.194392431877784e-13,5.93362599348285e-14,3.698231796692237,-12.65868570321586,-13.226679831474785,0.5679941282589237,0,0,0,0.9999999999999998
D-1114,0.19854110205882936,2.104172479307008e-15,1.956420999156739e-13,0.010755213117288933,-14.676918663880878,-12.708537684345464,-1.968380979535415,1,1,1,0.9999999999999998
D-7656,0.15310067329431698,1.0827293117696216e-15,9.650112884551994e-13,0.0011219861619472518,-14.965480105792654,-12.015467606360739,-2.950012499431916,1,1,0,0.9999999999999998
D-4257,0.33470684611697454,1.2190858659655058e-15,4.7641140357034384e-15,0.2558893126464601,-14.913965703896238,-14.322017851621666,-0.5919478522745718,1,1,1,0.9999999999999998
D-4800,0.3054299344553437,4.834509745079163e-14,9.040432564548368e-14,0.5347653124516925,-13.315647560009532,-13.043810789004503,-0.2718367710050291,1,1,1,0.9999999999999998
D-0777,0.07207185362446933,4.558928354788801e-15,4.6277532929753383e-14,0.09851277858110954,-14.341137232839575,-13.33462980148246,-1.006507431357115,1,1,0,0.9999999999999998
D-3748,-0.1462172188402548,1.172044079387863e-13,3.7105181551477206e-14,3.1587073028111954,-12.93105605463625,-13.430565439115842,0.4995093844795923,0,0,0,0.9999999999999998
D-5587,0.016686013113363263,6.101120966571376e-14,2.104536607627922e-13,0.2899032948373423,-13.214590364190757,-12.676843515460018,-0.537746848730739,1,1,1,0.9999999999999998
D-0761,0.2392338606513308,4.572208930816877e-13,1.7448300353816944e-13,2.620432270250708,-12.33987393238269,-12.758246871450298,0.4183729390676097,1,1,0,0.9999999999999998
D-0544,-0.4385949247612163,9.395807012791949e-14,3.601571221414998e-15,26.088077772624167,-13.027065912088162,-14.443507992587502,1.4164420804993407,0,0,0,0.9999999999999998
D-1813,0.37341810553482546,3.884201118904591e-14,7.675663793689761e-14,0.506041069972063,-13.410698290975894,-13.114884056310597,-0.2958142346652971,1,1,1,0.9999999999999998
D-0440,0.17758406562105356,3.3935652595364165e-15,1.4661809509506213e-14,0.2314561007859327,-14.469343794745965,-13.833812427273509,-0.6355313674724563,1,1,0,0.9999999999999998
D-6617,0.3032913261998601,1.3958598867809778e-14,7.537628168440497e-13,0.018518555911597522,-13.85515817301069,-12.12276529012566,-1.7323928828850288,1,1,0,0.9999999999999998
D-4589,-0.15851788383593518,1.0820668244777136e-13,4.356438336801843e-15,24.83833675176228,-12.965745917967178,-14.36086842880682,1.3951225108396421,0,0,0,0.9999999999999998
D-5992,-0.31111033763381934,8.92514102429225e-16,2.0633369307588206e-13,0.004325585846519941,-15.049384912965005,-12.68542984850697,-2.3639550644580343,0,0,0,0.9999999999999998
D-1408,-0.3942998929773093,4.616202630009794e-14,1.657760815361053e-13,0.2784601124140098,-13.335715135908721,-12.780478130035586,-0.5552370058731352,0,0,0,0.9999999999999998
D-4966,0.4839651641552123,2.810038410094352e-13,6.353069037227292e-14,4.423119587758728,-12.551287743732637,-13.197016425268554,0.645728681535919,1,1,0,0.9999999999999998
D-6185,0.115133255133123,7.825313730872791e-14,2.5325244996383443e-13,0.30899261712928267,-13.106498241787197,-12.596446344583171,-0.510051897204026,1,1,0,0.9999999999999998
D-0602,0.0775103534642394,2.607352185496266e-13,2.646722530027789e-13,0.9851248689332349,-12.583800302975424,-12.577291585708144,-0.006508717267280904,1,1,0,0.9999999999999998
D-3770,-0.47537264949695357,1.2049475960596198e-13,1.6074646499251608e-15,74.95950819918303,-12.919031840422745,-14.79385856895506,1.8748267285323144,0,0,0,0.9999999999999998
D-4661,0.07244040452402856,7.252143870863703e-15,4.098696655856702e-14,0.17693780437498305,-14.139533588787446,-13.387354222586765,-0.7521793662006805,1,1,0,0.9999999999999998
D-7572,0.47109237154368633,4.126321857320604e-15,2.2569950577363609e-13,0.018282369928887095,-14.384436899628346,-12.646469391919215,-1.7379675077091319,1,1,0,0.9999999999999998
D-1033,0.12595443312098775,3.354889754018672e-13,3.96044353466263e-13,0.8470995040469521,-12.47432174673434,-12.40225617420833,-0.07206557252600863,1,1,0,0.9999999999999998
D-2614,-0.3208189891422283,2.2874927901758165e-13,2.1226363045252864e-13,1.0776659125725256,-12.640640266088527,-12.673124412084004,0.032484145995476506,0,0,1,0.9999999999999998
D-0660,0.2605965469773942,8.89843747719667e-15,2.978627350377123e-14,0.2987428916232184,-14.0506862466817,-13.525983827029394,-0.5247024196523056,1,1,1,0.9999999999999998
