Name,Et_eV,Sn_cm2,Sp_cm2,k,logSn,logSp,logk,bandgap,actual,predicted,predicted_proba
D-2856,0.44381091219962865,3.95125423189322e-15,9.911269150099256e-14,0.03986627920253433,-14.40326502601174,-13.0038707300159,-1.3993942959958408,1,1,0,0.5457493548400361
D-5699,0.43629929606606754,4.702327625533996e-15,2.823612346108672e-14,0.16653587848255633,-14.327687115533351,-13.549194927840546,-0.7784921876928046,1,1,0,0.5450570482893959
D-6228,0.11954895435916646,4.3498150123831375e-13,1.7066517980310964e-15,254.87419386903437,-12.361529212196976,-14.767855077373428,2.4063258651764516,1,1,0,0.5523028036427514
D-2358,0.5105840219980644,1.2173267436037416e-14,4.970760218138998e-13,0.02448974986082705,-13.914592836808342,-12.303577186056481,-1.6110156507518605,1,1,1,0.6264763634894845
D-0203,0.0626263813322262,4.010689038918763e-14,5.458791937869044e-13,0.07347209940528382,-13.396781008902646,-12.26290345853474,-1.133877550367907,1,1,1,0.571415518395216
D-0331,0.13034674476841968,3.697175181538339e-15,3.192037739497497e-14,0.11582492073293477,-14.432129970965178,-13.495931982622492,-0.936197988342686,1,1,1,0.6379423077740053
D-0979,-0.33764177640873716,4.303539968449985e-14,5.902533786369189e-15,7.291004379150214,-13.366174159237957,-14.228961518320949,0.8627873590829925,0,0,1,0.5253819204156249
D-7234,-0.28476662072381287,1.733812690403801e-13,2.7787723229685313e-14,6.239491721119449,-12.760997822614135,-13.556147035420938,0.7951492128068034,0,0,1,0.5017069303468075
D-1095,-0.4368978078584449,3.072138564871058e-13,1.1924283457865486e-15,257.63716333366904,-12.512559199902979,-14.923567708694117,2.411008508791137,0,0,0,0.5942701744085634
D-6858,-0.5331959959004785,5.327056842904083e-13,8.304937386321478e-14,6.41432511180389,-12.273512669006823,-13.08066363749044,0.8071509684836184,0,0,1,0.5113959761473812
D-7299,-0.08402761685924132,1.2162139681620552e-15,3.78191595806585e-13,0.0032158672525976813,-14.914990013042353,-12.422288126298433,-2.4927018867439195,0,0,1,0.5817069167405774
D-4118,-0.21114619420357694,8.372392576231857e-15,2.973441158763493e-15,2.815724989733283,-14.077150416060299,-14.526740651305335,0.4495902352450362,0,0,1,0.5021819949002342
D-7838,0.024002860724859132,5.962574159511989e-13,2.3670342287111584e-15,251.9006310592555,-12.22456620638092,-14.62579546187113,2.4012292554902097,1,1,0,0.7021538166785359
D-3985,0.3230135922377386,2.188261574880071e-15,2.743267824171536e-14,0.07976842638545231,-14.659900765639748,-13.561731790324103,-1.0981689753156452,1,1,0,0.575178431735397
D-7435,-0.5124248390158233,2.8830020126215544e-13,4.9847892454398394e-14,5.7835986050141805,-12.540155054431033,-13.302353198731945,0.7621981443009117,0,0,0,0.5074212536489935
D-6835,0.007459054503242579,1.0424959758114837e-15,2.0312101030380856e-13,0.0051323886891475184,-14.981925612791844,-12.692245151991179,-2.289680460800667,1,1,1,0.6249740902083053
D-7705,-0.2410890331184477,2.5595056082109018e-15,2.769780781893462e-13,0.009240823768230448,-14.591843914516792,-12.55755460240901,-2.034289312107782,0,0,1,0.6054128483306754
D-5081,-0.09765171394809491,6.728959553863347e-15,1.2849632553854706e-14,0.5236694143323776,-14.172052082127857,-13.891109291174317,-0.28094279095354185,0,0,1,0.6242450203699482
D-3880,0.3594265762553609,1.688736114010146e-14,1.4227334960497122e-13,0.11869658785000865,-13.772438209033458,-12.846876443580198,-0.9255617654532614,1,1,0,0.5379590275740892
D-1528,0.2551465059312712,1.4035886002141844e-14,4.4435981185958785e-13,0.031586758360085475,-13.852760167732336,-12.35226522578168,-1.5004949419506568,1,1,1,0.5431487297715145
D-5475,0.08339820135621634,1.5131917716626491e-15,1.9453224349232035e-14,0.07778616770655741,-14.820106028951606,-13.711008404568489,-1.1090976243831177,1,1,1,0.6234746599071619
D-5751,0.30975044915811345,5.1659352242341586e-15,5.873733128538425e-13,0.00879497776147622,-14.286851043755817,-12.231085789416225,-2.0557652543395926,1,1,1,0.6830080999113303
D-3114,-0.27605633517212813,5.179709312800958e-13,1.5142459827606462e-15,342.0652504131295,-12.28569461233756,-14.81980356983055,2.534108957492991,0,0,0,0.6485391583903894
D-7008,0.1187156823391522,5.05044505221261e-15,3.005560053957968e-13,0.016803673729832047,-14.296670349563788,-12.52207458999049,-1.774595759573297,1,1,1,0.6830080999113303
D-4319,-0.17980930867679568,1.3386257238167808e-13,8.066396352542331e-15,16.595089868040997,-12.873340833594927,-14.093320442197859,1.219979608602931,0,0,0,0.5828867447366176
D-7759,0.4189132170829013,8.546700051471494e-15,9.13463101709181e-13,0.009356371412791345,-14.068201537444466,-12.03930899078297,-2.0288925466614955,1,1,1,0.5340639074167032
D-4023,-0.2937152225395465,2.493452831110064e-15,3.437069995250804e-13,0.007254588456317184,-14.603198842958903,-12.463811623451472,-2.139387219507432,0,0,0,0.5647059146600699
D-0093,0.004583038238226256,1.7884897937665715e-13,3.020085206177444e-15,59.21984552317593,-12.747513533861953,-14.519980804045938,1.7724672701839832,1,1,0,0.7719754639659446
D-0421,-0.3354623074006774,6.59818244496035e-13,1.828230903716484e-14,36.090531188086594,-12.180575680038922,-13.737968954183692,1.557393274144771,0,0,1,0.520128680800544
D-1558,0.014342580641920288,1.5110976841548743e-13,9.10851251929969e-14,1.6589950125808857,-12.82070746000368,-13.040552540415106,0.21984508041142753,1,1,0,0.5410299623972049
D-6553,0.21833794974305598,1.15297213666355e-15,1.006187602877232e-14,0.11458818746788194,-14.93818118796938,-13.997321037870117,-0.9408601500992645,1,1,1,0.5324280695823393
D-3768,0.048603971646850264,7.958865202061166e-13,2.5530682371022687e-14,31.17372691571485,-12.099148850807088,-13.5929375774398,1.4937887266327128,1,1,0,0.7529736574997359
D-4036,-0.2669567895936913,1.3495541265371687e-13,7.684112572145893e-13,0.17562914570371624,-12.869809692519086,-12.114406281355416,-0.7554034111636698,0,0,0,0.5058656274082889
D-3102,0.17753705987599944,1.1981500423905755e-15,3.3148379117472014e-14,0.03614505669023945,-14.921488792546034,-13.479537702781018,-1.4419510897650167,1,1,1,0.6434417068152044
D-5528,0.20247931013400378,3.6384549841374263e-13,7.498454408146303e-14,4.852273263386942,-12.43908299390775,-13.1250282447666,0.6859452508588506,1,1,1,0.60503482443847
D-2593,-0.2508077379318889,2.5501202651205308e-14,1.2906669435179743e-13,0.19758158972985404,-13.593439337508562,-12.889185812926037,-0.7042535245825242,0,0,0,0.5051150169807386
D-5098,-0.4420199551612516,5.806319943747717e-13,9.097518708874754e-14,6.38231162754694,-12.236099037058285,-13.04107704262244,0.8049780055641558,0,0,1,0.5540188381106921
D-6169,-0.33017306122509665,1.793717563370164e-13,5.280517730598274e-13,0.3396859275703897,-12.746245939400243,-12.277323494792144,-0.4689224446080984,0,0,1,0.5079463996979121
D-6973,-0.04045923015256614,4.616452781108696e-13,3.889581919980715e-15,118.68763471451928,-12.33569160221509,-14.410097077235534,2.074405475020443,0,0,0,0.7752864305297084
D-0062,-0.3474385745211197,5.493601599846624e-13,1.1426668383667345e-13,4.807701961228592,-12.260142839138597,-12.942080376210287,0.681937537071691,0,0,1,0.5239812553861278
D-6951,-0.12416989989971172,4.834699123770639e-15,1.3800899658146387e-14,0.3503176780882408,-14.315630548044682,-13.860092601726791,-0.45553794631788996,0,0,1,0.5954251104473065
D-1856,0.4059102498903532,4.61984841234308e-14,1.4286720458429996e-13,0.32336661347755996,-13.335372274392574,-12.845067452823326,-0.4903048215692485,1,1,0,0.5000738954523942
D-7903,-0.3014962541332085,1.085717717911418e-13,2.8657197289608284e-15,37.88638878182001,-12.964283074829066,-14.54276628641521,1.5784832115861431,0,0,1,0.5417500474397045
D-3369,-0.29184014821578935,1.5769097055709064e-14,1.1492874363716874e-13,0.1372075997410384,-13.802193173820745,-12.939571340834258,-0.8626218329864873,0,0,1,0.509899089368002
D-0206,-0.08145523498757018,2.881511954764171e-15,6.287673295655647e-14,0.04582795287336413,-14.540379574285872,-13.201510032105427,-1.338869542180446,0,0,1,0.6096905965990228
D-2328,-0.07858010143533956,2.5555469954450466e-15,9.199962181358452e-13,0.002777779891990489,-14.59251612814064,-12.036213957921955,-2.556302170218684,0,0,1,0.6505380981389132
D-3869,-0.3722754409360619,5.806758281974999e-14,2.3491944936646504e-15,24.718082294313085,-13.236066251974139,-14.629081025781515,1.3930147738073764,0,0,0,0.6236336064837924
D-4383,0.005992095577546208,4.977408802656043e-14,3.344427897323879e-15,14.882691316618999,-13.302996688481082,-14.475678162585295,1.1726814741042129,1,1,0,0.6360187537788837
D-5439,0.12634205483492733,1.0815210975287724e-13,1.398843367643578e-13,0.773153823040709,-12.965965004240646,-12.854230911938757,-0.1117340923018889,1,1,1,0.5144842577266312
D-6798,0.22908285072672008,5.691393843363392e-13,2.8049848775434906e-14,20.290283519630663,-12.244781360256864,-13.552069475804297,1.3072881155474336,1,1,1,0.6850284466709641
D-7740,0.013406339101962206,4.549287433171056e-14,2.0937233741884457e-13,0.21728216292825306,-13.342056622700381,-12.67908069849266,-0.6629759242077216,1,1,1,0.5202943736565808
D-6357,-0.02613131394800905,2.4443598800177696e-14,5.384059616943424e-14,0.4539994082393637,-13.61183485309404,-13.268890139875051,-0.34294471321898956,0,0,1,0.5357670990530743
D-4137,-0.341992624092235,8.054795341030119e-14,1.5938565931037283e-14,5.053651235551222,-13.093945489805963,-13.797550756732557,0.7036052669265952,0,0,0,0.5369859464028581
D-0805,0.01242428972148546,9.531500080333601e-14,3.874390994950908e-15,24.601285964052202,-13.020838744131508,-14.411796553368825,1.3909578092373165,1,1,0,0.7026804221454335
D-1962,-0.3340527004554179,4.2910417482674817e-14,4.753556315190769e-15,9.027013595178737,-13.367437260122655,-14.322981356654255,0.9555440965316008,0,0,1,0.5338104378954011
D-2021,-0.23989072333138706,8.622602364725993e-16,6.483345469380029e-13,0.001329961885487884,-15.064361641127373,-12.188200836109887,-2.8761608050174856,0,0,0,0.5074634675719327
D-4604,-0.43719855024231596,4.086441387143664e-14,8.22392486649603e-14,0.49689673160703074,-13.388654725895464,-13.084920866030613,-0.3037338598648506,0,0,0,0.587448486217099
D-1432,0.2996965952603404,5.2285037377571934e-14,1.1197708624267378e-15,46.69262179608887,-13.28162257717618,-14.950870837476792,1.6692482603006136,1,1,1,0.5769506190319508
D-0714,0.17504960210376663,1.4080811762558564e-13,5.490850145389297e-14,2.5644137774151994,-12.851372307279313,-13.260360408761684,0.40898810148237075,1,1,0,0.5006059698017864
D-6551,-0.0982291218355254,4.235065460275699e-13,2.737955157232085e-13,1.5467986935757947,-12.373139872507581,-12.562573669104198,0.18943379659661683,0,0,1,0.5028759333204222
D-1835,0.06783383689514566,1.7204608684963073e-14,2.5947345191411697e-14,0.6630585348152542,-13.764355200863097,-13.585907070482248,-0.17844813038084872,1,1,1,0.515174067899936
D-6369,-0.0003176728715762467,7.306101062388618e-15,1.820286586714354e-15,4.013709223434011,-14.136314324659807,-14.739860231119122,0.6035459064593162,0,0,1,0.5044111178904985
D-6597,-0.35261780302794,2.0358336886546955e-13,3.8584542998751865e-14,5.2762933818357025,-12.691257703275207,-13.413586639234053,0.7223289359588458,0,0,1,0.5048376948908548
D-5783,-0.1784344285655996,5.580363864197722e-13,6.270424192730883e-13,0.8899499766964526,-12.253337482234253,-12.202703078255285,-0.05063440397896694,0,0,0,0.6417277361959259
D-0873,0.09780046501540818,6.603798432326716e-14,3.307915173007587e-15,19.96362689773112,-13.180206191173056,-14.480445635868907,1.3002394446958527,1,1,0,0.5971300074321211
D-5246,-0.2403748420839768,9.437220286557454e-13,3.4464130968137377e-15,273.82731035006543,-12.025155907395058,-14.462632668004,2.437476760608941,0,0,0,0.6861080634026732
D-1686,0.08961650694343803,2.3239285102310185e-15,1.5660555161330114e-13,0.014839375017619987,-14.633777236044928,-12.805192846414176,-1.8285843896307525,1,1,1,0.6459758091486543
D-0315,-0.09104342015324052,2.0652960416110936e-15,2.7784748302360417e-15,0.7433200470762008,-14.685017687337822,-14.556193533065793,-0.1288241542720299,0,0,0,0.5491335202641872
D-5379,-0.3020957540063385,2.791990682657839e-14,1.816269909133578e-14,1.5372113299997976,-13.554086035360136,-13.740819612127115,0.1867335767669784,0,0,0,0.5247553407296814
D-0658,-0.058882933691222994,4.104616727105925e-13,6.520044909621333e-15,62.95381065625682,-12.386727389354308,-14.185749412867228,1.7990220235129197,0,0,0,0.7648492574945015
D-3264,-0.10087322880399185,3.146903580633736e-13,2.4056352456444753e-14,13.081382916763316,-12.50211656342304,-13.61877022188926,1.1166536584662186,0,0,0,0.7019622708162336
D-3314,-0.19917631724280743,5.588677374477601e-13,6.167778417207476e-14,9.061086498966562,-12.252690960795316,-13.209871237083018,0.9571802762877025,0,0,1,0.5020636034868273
D-3884,0.41279295988150555,1.5328116854839822e-14,5.328711346241627e-13,0.028765147629268448,-13.814511197382267,-12.273377804647387,-1.5411333927348794,1,1,1,0.5857178394182327
D-2524,0.2200890183426224,1.2110267635687838e-14,1.2800334170987314e-13,0.09460899593650023,-13.916846258886839,-12.892778692327022,-1.0240675665598165,1,1,0,0.506293339169022
D-2664,0.48003548341406255,3.437654922055357e-13,9.12330878416615e-13,0.3767991419978614,-12.463737720717265,-12.03984762591555,-0.42389009480171463,1,1,1,0.5677351130172997
D-6131,-0.05401901518253982,1.5461171796463917e-14,8.425185868640213e-15,1.8351134369643622,-13.810757594152955,-14.074420509348684,0.26366291519572843,0,0,1,0.5259810219598369
D-2247,0.03830301868876429,8.102351091214658e-13,2.0443547664323625e-15,396.3280358307969,-12.091388941888846,-14.689443736847181,2.5980547949583346,1,1,0,0.6150796237398386
D-6724,0.01587826665605996,1.0280580141652106e-15,3.435033012248141e-14,0.02992862107873522,-14.987982377051914,-13.464069084814529,-1.5239132922373846,1,1,1,0.6249740902083053
D-3232,-0.21608212046160075,3.8507141220785956e-14,1.0994720219371834e-14,3.502330250563302,-13.4144587223049,-13.95881581757458,0.5443570952696808,0,0,1,0.5236205543869292
D-6039,-0.1136505477307142,2.4752798960666833e-13,7.546409718159152e-13,0.32800762064513184,-12.606375685439758,-12.122259619290714,-0.4841160661490442,0,0,1,0.5691337468642598
D-7108,-0.3677104079225388,2.9038380062641025e-15,1.2051139856683808e-14,0.240959613845455,-14.537027614882387,-13.91897187341643,-0.6180557414659573,0,0,0,0.5422043626779195
D-5603,-0.5185567300967218,1.1891295056311076e-13,5.148784192004733e-14,2.3095345644465777,-12.924770844693194,-13.28829531096664,0.36352446627344664,0,0,1,0.5068643564375498
D-3236,-0.3105904172009718,2.0921656292307993e-14,3.469068246849631e-13,0.06030915163259645,-13.679403936911068,-12.459787156214828,-1.2196167806962401,0,0,0,0.5024864972673019
D-0016,0.36437013919837147,8.739458255146069e-13,3.09105417940831e-14,28.273390720116645,-12.058515487742339,-13.509893382639106,1.451377894896767,1,1,1,0.7708186315943334
D-7649,-0.0471851971323316,1.043425140345535e-13,1.0531393735978582e-15,99.0775928147918,-12.981538703571278,-14.977514150011999,1.9959754464407213,0,0,0,0.7487843633077117
D-0838,-0.07713510135243046,2.140530903461153e-14,1.636518577404818e-14,1.307978371290838,-13.669478497749893,-13.786079060310998,0.11660056256110589,0,0,1,0.5230939928002692
D-5920,0.027827714942241566,6.634362259829436e-14,3.0750419358479395e-13,0.2157486758957002,-13.178200818142201,-12.512148957162331,-0.6660518609798697,1,1,0,0.5274163935977407
D-4627,0.13251715204959424,2.543267816107921e-15,6.873802392485331e-13,0.003699943162300251,-14.59460790449845,-12.162802957081942,-2.431804947416508,1,1,1,0.6505380981389132
D-6251,0.11206343583785128,6.39897199083498e-15,1.0024736360917603e-13,0.06383182320666293,-14.193889790792376,-12.998927040004963,-1.194962750787414,1,1,1,0.6370948574294524
D-2989,0.08453438011809433,3.274701461415148e-14,3.1266958106019974e-13,0.1047336120869607,-13.484828286380536,-12.504914368262355,-0.9799139181181802,1,1,1,0.5145873913012422
D-2684,-0.5128239498702263,9.980429161195172e-14,2.593935033579562e-13,0.38476018219401753,-13.000850783529101,-12.586040905241617,-0.41480987828748384,0,0,1,0.5461152759221511
D-5703,0.42007810229793385,3.0107407608542196e-15,1.6972466950213587e-14,0.17738969648229785,-14.5213266377046,-13.77025502833652,-0.7510716093680799,1,1,0,0.5279991209355048
D-2956,0.016092053573962373,1.670209563587782e-13,4.964115783415303e-14,3.3645660908390025,-12.777229033882465,-13.304158097537542,0.5269290636550773,1,1,0,0.637327300327176
D-4540,0.28051772883357984,1.7138781604056425e-14,1.4363002812217087e-15,11.932589464842462,-13.766020055309145,-14.842754754491716,1.0767346991825724,1,1,0,0.589436905494283
D-0063,-0.4271608202590055,1.271641777951977e-13,3.1604447120418032e-15,40.23616591382906,-12.895635212405614,-14.500251802699035,1.6046165902934215,0,0,0,0.5740431065007151
D-4227,-0.5350490972412363,9.234527105712206e-13,2.4646291411389027e-13,3.7468221695394464,-12.03458533959983,-12.60824842083869,0.5736630812388593,0,0,1,0.5517391955846362
D-6503,-0.045397926263370025,2.6301016071402778e-14,6.084684399090605e-14,0.43224947008481873,-13.58002747334752,-13.215761942871548,-0.364265530475972,0,0,1,0.5357670990530743
D-2236,0.25540802788573325,6.630819306577218e-14,7.5914206906985e-14,0.8734622380632556,-13.178432806686944,-13.119676940785228,-0.05875586590171535,1,1,1,0.5442833452282277
D-5320,0.2762878049459283,5.5976384703952177e-14,2.4000716329401513e-15,23.3227975097475,-13.251995154348355,-14.619775796069073,1.3677806417207177,1,1,1,0.7106390032135025
D-5854,-0.39814565707196997,8.453289012431882e-14,2.7716777618936796e-14,3.049881601913342,-13.072974282525747,-13.55725726264835,0.48428298012260224,0,0,0,0.502483480050836
D-4048,0.4092550048089578,1.722433187398503e-13,6.237047751929375e-14,2.761616161854274,-12.763857615229865,-13.205020930901563,0.44116331567169936,1,1,0,0.5007444246830433
D-2105,-0.07729031452118751,7.772909752281481e-13,6.067699552961754e-15,128.1030757115748,-12.109416374660869,-14.216975931794542,2.1075595571336723,0,0,0,0.7632892757183738
D-4033,-0.08631678931037151,4.490901389754129e-15,9.181609626075323e-14,0.04891191820005272,-14.347666480977326,-13.037081176048915,-1.3105853049284097,0,0,1,0.6237450384085694
D-7467,0.3212774910462014,5.778149137648605e-13,1.2270984607325202e-14,47.08790144027498,-12.238211252934544,-13.911120588668895,1.6729093357343519,1,1,1,0.8752426584073218
D-3061,-0.30006266235160023,1.8758827032074696e-13,5.944102945316185e-14,3.1558718287098673,-12.7267943210435,-13.225913677680253,0.4991193566367531,0,0,0,0.5045920908327208
D-6381,-0.30897640695282064,1.9570718670407302e-14,1.0405733003286984e-13,0.188076310090075,-13.708393226009784,-12.982727321692602,-0.7256659043171825,0,0,1,0.5138347180307953
D-2758,0.0032825247098375865,1.2564411910307842e-15,7.837726282392314e-15,0.1603068473893273,-14.900857834177279,-14.10580990749766,-0.7950479266796175,1,1,1,0.5647413388474348
D-1460,0.41939403341322434,1.0637133526590333e-14,1.947358374860514e-14,0.5462339990374012,-13.973175389080913,-13.710554117354052,-0.2626212717268619,1,1,0,0.5717601620991989
D-6441,0.012439955027292449,1.0273451617901326e-14,1.838789494933425e-15,5.587073259994497,-13.988283620008957,-14.735467986053704,0.7471843660447463,1,1,0,0.6041725092523869
D-0862,-0.49369502553935435,1.8764684571829137e-13,1.346595762728893e-13,1.3934905404575364,-12.726658731536824,-12.870762756440445,0.14410402490361984,0,0,1,0.5763386825340977
D-0853,-0.25139926446109795,6.5861561148539405e-15,2.6080777054947185e-13,0.025252913672695314,-14.181367979209282,-12.583679473306363,-1.5976885059029202,0,0,1,0.6236196958872258
D-1097,-0.21853575429435235,1.369210615643419e-15,8.264187694886854e-13,0.0016567999980089572,-14.863529742387296,-12.082799827750783,-2.7807299146365128,0,0,0,0.5866146336289927
D-4980,-0.33014906553789064,2.8414011875927044e-14,3.770627679632349e-13,0.07535618546856242,-13.546467442357033,-12.423586348703916,-1.1228810936531168,0,0,1,0.5290105665654096
D-3181,0.0030341836556112556,9.36703343058834e-15,2.66587865848465e-13,0.03513675838461751,-14.02839792978658,-12.57415962204513,-1.4542383077414514,1,1,1,0.5468217974307505
D-2728,-0.4941059712342917,6.719493201051611e-14,5.9689411902673285e-15,11.257429059626348,-13.172663481155508,-14.22410270002744,1.051439218871933,0,0,0,0.5196657802618039
D-6137,0.04187120315686599,1.6033932697154583e-13,4.01720528953143e-15,39.913152407067535,-12.794959943697076,-14.396075974135243,1.6011160304381673,1,1,0,0.6663047649178029
D-7886,-0.10622163927201395,3.578894444634071e-15,6.989722357845243e-14,0.05120224039538754,-14.446251110436199,-13.155540074733647,-1.2907110357025526,0,0,1,0.6213538689778623
D-0526,-0.10380080894223692,1.4251097007655896e-14,2.7212008687618587e-13,0.05237061758744814,-13.84615170365307,-12.565239399059985,-1.2809123045930848,0,0,1,0.5473234548032468
D-5384,0.21496919302002016,1.2214693769421002e-13,2.6332673454340085e-14,4.638607542299434,-12.913117416608495,-13.579505046418952,0.6663876298104566,1,1,0,0.506124459937227
D-6864,0.29994587313101073,6.851179917759103e-14,7.955563017422963e-14,0.8611810254981046,-13.164234627391727,-13.099329079787658,-0.06490554760406778,1,1,0,0.5488424175890627
D-0296,-0.17386799083788318,3.7339199454516223e-13,1.4776701739966928e-13,2.526896739989271,-12.427834997479954,-12.830422492597679,0.40258749511772457,0,0,1,0.5375372864738204
D-7399,-0.13697252179777863,2.220016225237343e-14,2.717496600756881e-13,0.08169343154353978,-13.653643851447876,-12.565830990488568,-1.0878128609593085,0,0,1,0.531903708746909
D-0410,0.11508989857831275,8.155883432441362e-16,7.667199383145542e-14,0.010637369689863644,-15.08852898998184,-13.115363242903411,-1.973165747078429,1,1,1,0.7202257506779866
D-4528,0.3494938651522993,1.9315374068297113e-13,9.637635728971402e-13,0.20041610423429634,-12.71409687673872,-12.016029492631962,-0.6980673841067603,1,1,0,0.5218680277497227
D-5532,-0.14693254354805346,9.900217884945742e-15,2.3530654173629974e-14,0.42073704419321195,-14.004355247302618,-13.628365998873766,-0.3759892484288506,0,0,1,0.5320289901929401
D-7215,0.32959975316670886,1.0725079434005623e-13,1.3624204620331833e-15,78.72077477462608,-12.969599482581694,-14.86568884237857,1.8960893597968749,1,1,1,0.6266226318262242
D-2292,0.16878640685514545,5.757982517700474e-15,3.0035440468660615e-15,1.917062785780828,-14.23972965805428,-14.522365994756877,0.2826363367025963,1,1,1,0.51265235021985
D-7905,0.40920352475581956,5.043043957462667e-14,1.787781327316449e-14,2.8208393724709797,-13.297307246316322,-13.747685603072318,0.4503783567559954,1,1,0,0.5176601823835356
D-5998,0.27717381594775625,3.396702187256649e-15,3.529603378439843e-13,0.009623467067163964,-14.468942529109047,-12.4522740935449,-2.0166684355641453,1,1,1,0.6405635072786261
D-0813,-0.18587792187585922,3.488501601490016e-14,2.5966187679472974e-13,0.13434785439249436,-13.457361073310288,-12.585591808218359,-0.8717692650919282,0,0,1,0.5102717583476138
D-7181,0.5357638428855234,8.977353069391111e-14,8.365122926648766e-13,0.10731884215104555,-13.046851694157874,-12.077527672636677,-0.9693240215211978,1,1,1,0.648449300748982
D-1358,-0.23631096689363712,7.822835669025418e-15,4.029434462275355e-15,1.9414227337024341,-14.106635792697228,-14.394755903523455,0.2881201108262272,0,0,1,0.5599432265804687
D-7221,-0.2021013441774846,2.0175468404037097e-14,6.746672024693946e-15,2.990432665200193,-13.69517637368509,-14.170910401646651,0.47573402796156045,0,0,1,0.5057855810158922
D-7296,-0.1208945256308675,5.91166450854067e-14,1.3377879543393615e-15,44.1898470483689,-13.228290220456225,-14.873612718824033,1.6453224983678072,0,0,0,0.6818507784083052
D-6282,-0.14582530655041687,2.781818696056954e-13,3.370192888525969e-14,8.254182440203433,-12.555671178394245,-13.472345242147902,0.9166740637536567,0,0,0,0.704650351940947
D-0487,-0.10881292993082992,1.5725125411601156e-14,3.695722362829402e-13,0.04254953123578846,-13.803405882267485,-12.432300662132702,-1.3711052201347824,0,0,1,0.5860130042650021
D-2840,-0.18811944927291468,9.12912929495382e-13,3.3621881687778163e-13,2.7152344951211744,-12.03957064200889,-12.473377984419738,0.43380734241084884,0,0,0,0.6452427314939009
D-3589,0.41071088839775305,9.733113823386922e-14,1.23429319896828e-14,7.885576807457603,-13.011748197760982,-13.908581663990761,0.8968334662297786,1,1,0,0.6263002231726298
D-7410,-0.135812016645025,3.894669943493211e-14,7.971162695100092e-13,0.04885949631773646,-13.409529341019207,-12.098478326629298,-1.311051014389909,0,0,1,0.5325040599695032
D-5298,-0.16676518042939376,6.907203748739825e-15,5.830903756225534e-14,0.11845854497881478,-14.16069773298353,-13.234264126900877,-0.9264336060826545,0,0,1,0.6096612293549561
D-4468,0.4172967224145713,4.4777738468052807e-13,4.272814899556932e-13,1.047968131563481,-12.348937844558854,-12.36928592062587,0.02034807606701635,1,1,1,0.63351897290998
D-3803,0.16302095065907396,2.962190892277268e-14,7.894492668187949e-15,3.7522245149632782,-13.528386957701601,-14.102675774266961,0.5742888165653601,1,1,1,0.5236205543869292
D-7257,0.4095875901874009,1.8834918507816984e-13,1.792767414553818e-14,10.506058039048305,-12.725036254498779,-13.746476050163356,1.021439795664576,1,1,1,0.5374436622590982
